,context,question,answerA,answerB,answerC,correct
8647,Cameron crossed that line when he came to it and saved the townspeople from harm.,Why did Cameron want to do this?,have people owe him,keep his neighbors safe,run away from everything,B
8648,Bailey wasn't feeling good so Austin was kind to Bailey.,What will happen to Austin?,bailey will get better,bailey will get happy,appreciates what he does,C
8649,"Robin wasn't feeling very well, so she had to call in sick.",How would you describe Robin's time off?,enjoying her time off work,wanting to get healthier,bad for calling in sick,B
8650,Taylor mopped the floor for a few minutes and then got some rest.,What will Taylor want to do next?,proud,lazy,bored,A
8651,Jordan really wanted it and saved up for a long time to be able to buy it.,How would you describe Jordan?,a forgetful person,a focused person,a cold person,B
8652,Carson hurt another person with what they said but apologized to show them they were sorry.,How would Carson feel afterwards?,sorrowful,Like they couldn't of said it,Like they are sorry,A
8653,Austin had Riley's back during the terrible fight.,How would you describe Austin?,Good friend,Arrogant,unwise,A
8654,"Among the total participants that attended the fund raising program, Robin gave the most among the men.",Why did Robin do this?,show off his wealth,see the success of the program,get a raise,B
8655,They had never really spent more than a few days apart since first grade. Tracy missed Kendall so much.,What will Tracy want to do next?,start pricing flights to go visit so they can catch up,forget about Kendall and pretend they never met,a bad friend for making Tracy lonely,A
8656,Aubrey went to a baseball game and got to meet some players. Aubrey was able to get autographs of favorite players.,How would you describe Aubrey?,a selfish person,a capable person,a mean person,B
8657,Cameron had just lost her mom and Quinn was sad for her. Quinn sent Cameron some flowers.,Why did Quinn do this?,wanted to show support,find out Cameron's address,place an order with a flower shop,A
8658,Kai's father promised them that he would reward them if they learnt to play an instrument so Kai learnt the piano.,What will Kai's father want to do next?,take piano lessons,chastise Kai,buy Kai a gift,C
8659,Taylor thought it was interesting after hearing a talk on building cellular scaffolding.,What does Taylor need to do before this?,research more about cellular scaffolding,learn a topic,go to the talk,C
8660,Lee helped out a lot after the flood ravaged the city.,How would you describe Lee?,someone who ignores the plight of others,resourceful in times of trouble,exhausted,B
8661,Alex used Bailey's powers in order to defeat the oncoming darkness.,What will happen to Bailey?,be a winner,needed,be victorious,C
8662,Robin brought the witness to trial.,What would the witness do as a result?,testify about what they saw,take a seat and a short nap,that justice was served,A
8663,Sydney sent a brand new bike to a friend for their birthday.,How would Jordan feel as a result?,very grateful,bored and sad,quite angry,A
8664,"Jordan would not stop looking toward the flames, so Sydney turned Jordan's face away from the fire.",How would Jordan feel as a result?,Irritated,Lovable,Happy,A
8665,Quinn showed Carson everything that needed to be done at Carson's job.,How would you describe Quinn?,descriptive,ready to work,reticent,B
8666,"Kai rushed through the test, he had an hour but finished in 20 minutes.",How would Kai feel afterwards?,hurried,confused,confident,C
8667,Cameron broke up with their girlfriend and then drove away angry.,How would you describe Cameron?,sad,single,upset,C
8668,Addison improved Carson's conditions with the new treatment assigned.,How would you describe Addison?,someone who likes to help,happy,doing,A
8669,Remy read every book to prepare for the upcoming exam.,What will Remy want to do next?,test her knowledge with a friend,make a list of books,collect the books,A
8670,Tracy danced around the house because she had just gotten her college acceptance letter.,How would Tracy feel after?,disappointed in herself,ashamed of herself,proud of herself,C
8671,Jan introduced Bailey to herbal medicine in hopes to improve Bailey's lives.,How would Bailey feel as a result?,good for Bailey,The herbal medicine made her very thirsty,young again,C
8672,Alex had Quinn by the balls and Alex had to do anything Quinn wanted to do.,What will Quinn want to do next?,try to get away,better,punch him,C
8673,Robin writes a letter to an old friend they haven't seen in a while. Robin mails it and waits.,What will happen to Robin?,check the mail for a reply,be glad to get Robin's letter,forget about their old friend,A
8674,"Jesse would win a prize for the best time, but was disqualified from the competition.",How would other competitors feel as a result?,sad and upset,guilty and ashamed,like they got lucky,C
8675,Kai checked Jesse's email to set up a new meeting with her advisor.,What will Kai want to do next?,ignore some of the advice,act on the advice,walk away from the meeting early,B
8676,Sydney used every effort to stop the approaching army from conquering the town.,How would you describe Sydney?,feeling strong,feeling bored,used every effort to stop the approaching,C
8677,"Since their mom dropped them off a bit early on her way to work, Robin always started school early.",What does Robin need to do before this?,get dressed and make sure they have their homework for the day,brush their teeth and get their equipment for the day,prepare for test,A
8678,Taylor kissed Lee's hand and looked expectantly up at them.,What will Lee want to do next?,make friends with Taylor's dad,kiss Lee again,kiss Taylor back on the hand,C
8679,After going to bathroom Austin resumed their place in line for food.,What does Austin need to do before this?,yell out that he had to go to the bathroom,ask someone to hold his place,just leave and come back,B
8680,Robin jumped rope as a warm up exercise before playing soccer.,Why did Robin do this?,find her jump rope,find her sports shoes,avoid injury,C
8681,Sasha saw Cameron play and thought she was great.,What will Sasha want to do next?,cheer for Cameron,ignore Cameron,get better,A
8682,Sydney took their mom to the carnival and the others joined them in eating funnel cakes.,How would Others feel as a result?,pleased as a result,eating funnel cakes,offended as a result,A
8683,Robin was extremely upset with Tracy and decided to give them death wishes.,How would Robin feel afterwards?,Nonchalant if the wishes will come true,someone who has no control over their temper,Devious towards Tracy,C
