,context,question,answerA,answerB,answerC,correct
1905,A Taylor tinha dificuldade em segurar a colher para comer.,Como se sentiria Taylor?,Infelizes que puderam comer,zangado com o Carson.,Agradecido ao Carson.,C
1906,A Bailey teve dois acidentes esta semana e a Tracy não acreditava na sorte dela.,Como se sentiria a Tracy depois?,Estava preocupado com as habilidades de condução da Bailey.,Jurava nunca entrar num veículo com Bailey ao volante.,Desculpa pelo Bailey.,C
1907,A Alex levou o Casey nos braços porque ela não a via há muito tempo.,O que é que a Alex precisa de fazer antes disto?,Não se veste de todo.,Asegura-se que nada cheira,Veste-se muito bem .,C
1908,Tracy fez compras de alimentos com um ligante cheio de cupons.,Como descreveria Tracy?,thrifty,como eles pouparam muito dinheiro,artesanato,A
1909,Kai chamou a minha atenção ao acenar os braços loucamente no ar.,O que vai o Kai querer fazer a seguir?,Fugir.,Liga-me .,Vai até ao Kai .,B
1910,Carson teve que voltar para casa para pegar o livro que eles esqueceram de pegar pela manhã.,O que Carson vai querer fazer a seguir?,Faça bem na aula,voltar rapidamente,"Em vez disso, tire uma soneca",B
1911,Remy viu a esposa de Kendall andando pela rua até a loja uma tarde.,Como Remy se sentiria depois?,feliz,Perturbado,barulhenta,A
1912,Kendall queria que Cameron viesse em sua direção. Kendall arrastou a mão de,O que queremos por Cameron?,tag along with Kendall,escort,a seguir,A
1913,Quinn sentiu-se enganado porque o amigo não lhe cortou a mesma quantidade de bolo.,Como descreveria o Quinn?,sentiu-se rejeitado,justos,sentia-me triste.,C
1914,"Skylar era o novo chefe de Kai, então ela pagou-lhe bem por seu trabalho duro.",O que vai acontecer com Skylar?,ser apreciado,Obter uma promoção,Ser odiado,A
1915,Casey fez contato com Lee e perguntou se eles poderiam jogar.,Porque é que o Casey fez isto?,Convidar Casey,Veja seu amigo,Diga que sim,B
1916,Sasha ligou para a Addison no trabalho e perguntou se ela gostaria de almoçar.,O que vai acontecer com o Sasha?,almoçar,Vai para casa doente.,Tenha um almoço agradável .,A
1917,A Addison comeu tudo no prato durante o jantar.,Porque é que a Addison fez isto?,resíduos alimentares,Seja educado.,Terminem o prato deles.,C
1918,Quinn viu a mãe de Ash na loja e pediu aconselhamento.,O que vai acontecer com Ash?,evitar uma conversação,manter o silêncio,ter uma conversação,B
1919,Sydney balançou o taco em preparação para o jogo.,Como se sentiriam?,Eles estavam nervosos .,Eles eram fracos.,Eles eram fortes .,C
1920,A Kendall viu o Austin mais tarde naquele turno de trabalho e conversou com eles por um tempo.,O que vai acontecer ao Austin?,Falar sobre as férias deles,Pergunta ao Austin como está a família deles.,Façam o seu trabalho.,A
1921,"Taylor colocou Addison para dormir, em seguida, dirigiu-se para a cova para um pouco de chá.",Como Taylor se sentiria depois?,aliviado para ser feito com deveres das crianças,feliz por ter algum tempo em família,Os pais de Addison,A
1922,Jesse criou os filhos do Alex porque o Alex estava na prisão.,O que vai acontecer com o Alex?,Não sairá da prisão.,Criar os filhos na prisão.,ir para a prisão para estar com o Alex.,A
1923,Taylor ficou em primeiro lugar numa corrida e depois correu novamente para tentar ficar em primeiro.,O que é que a Taylor vai querer fazer a seguir?,Ganhe outro prémio.,ir a um shopping,comprar um barco,A
1924,A Bailey passou a noite em casa da Alex a divertir-se com jogos e a beber chá.,Porque é que a Bailey fez isto?,Dirigir para a casa do Alex.,Faça o chá.,em admiração,B
1925,Riley conseguiu dar a Jan algum apoio e produziu seus resultados.,Como reagiria Jan e se sentiria depois?,gratidão por dar apoio a Riley,feliz que eles tenham completado a apresentação do grupo no tempo,excitado que Jan foi melhor após o apoio prestado,A
1926,"Depois de ver o outro lado, Remy se sentiu mais próximo.",Como descreveria a Remy?,excitada por ela,feliz por ela,Pediá-lo,B
1927,A Sasha acabou de mudar-se para uma nova escola e vestiu-se de forma diferente de todos os outros.,O que é que o Sasha vai querer fazer a seguir?,tornar-se popular,Tirem-lhes todas as roupas.,Vai às compras.,C
1928,Robin caiu e Kai a pegou bem a tempo antes de ficar gravemente ferida.,Como você descreveria Robin?,muito ajudada,gracioso,salvo,C
1929,"A Kendall foi para a escola, por isso viu o Austin no dia seguinte na biblioteca.",Como se sentiria Austin?,tão calmo,tão zangado,como perturbado,A
1930,O Remy levou a mala para o país inimigo sem a aprovação do país.,O que é que o Remy vai querer fazer a seguir?,Mostra a todos o saco.,Luta contra o inimigo.,Mantenha o saco escondido.,C
1931,Sydney deu alguns conselhos para sua amiga para não sair com um homem egocêntrico.,Como descreveria Sydney?,Cuidadoso,Como se fosse um conselho decente.,Aborrecido.,A
1932,"Enquanto o maxilar estava ligado para curar, o Bailey usou a linguagem gestual para se comunicar.",Porque é que a Bailey fez isto?,falar com os amigos dele,precisava aprender a língua de sinais,precisava de um livro para que outros aprendessem a língua de sinais,A
1933,O Remy estava lendo um livro e teve que explicá-lo à turma.,Como se sentiria o Remy?,frustrado com isso.,Desolador .,- É bom.,C
1934,Austin era capaz de falar alto e alcançar clientes que saíam.,O que é que o Austin precisa de fazer antes disto?,Fala alto,Incentivar os clientes a ficarem,Não faças barulho.,B
1935,O Lee encontrou a bola deles lá fora e era uma bola vermelha com muita lama.,Como é que o Lee se sentiria depois?,conflitantes,preguiçoso,inteligente,A
1936,"O Jordan estava a ignorar a Skylar, por isso a Skylar balançou a cabeça.",O que vai a Skylar querer fazer a seguir?,afastem-se do Jordão,Ignora o Jordão.,Pergunta ao Jordan .,C
1937,O Lee vendeu a televisão no Craigslist e usou o dinheiro extra para fazer uma festa.,O que é que o Lee precisa de fazer antes disto?,Faça uma festa.,Faça uma festa.,de tinha a televisão,C
1938,Cameron descobriu que havia alguns rumores circulando sobre ele e ele decidiu acertar as coisas hoje.,O que acontecerá com os outros?,considerá-lo culpado,Ignorar Cameron,Parem os rumores,C
1939,A Addison tinha razão sobre o preço das ações.,Porque é que a Addison fez isto?,Prever o mercado,Esperem pela mudança .,Toca-o por muito tempo.,A
1940,"A Robin era uma pessoa simpática, por isso ensinou-me a usar um computador.",O que os Outros vão querer fazer a seguir?,Odeio Robin.,Agradeço Robin .,Ajuda-me a usar o meu computador.,B
1941,Alex procurou o médico para uma consulta quando não estava se sentindo bem.,Por que o Alex fez isso?,continuar a ser doente,pior,fixado,C
1942,A Sydney escorregou a língua quando falava com a Cameron por causa do nervosismo.,O que vai acontecer com a Cameron?,ficam nervosos,Ficar confuso,Desculpa .,B
1943,A Skylar balançou a cabeça da Jordan e disse-lhes para se concentrarem no jogo.,Como é que a Skylar se sentiria depois?,Como se fossem muito duros com a Jordan.,O que se passa na cabeça deles,Um amigo íntimo e consciente do estado mental e emocional do Jordan,A
1944,Sasha estava cansada de olhar para o cabelo castanho dela.,O que é que o Sasha vai querer fazer a seguir?,Tinta-a de novo para loira.,precisava de olhar para si mesma no espelho,Mostrar o cabelo dela .,A
1945,Uma colega perguntou a Kendall se ela tinha ouvido falar da Segunda Guerra Mundial e Kendall sabia muito sobre isso.,Como descreveria a Kendall?,Desconhecendo as guerras passadas,Um estudante preguiçoso.,Um estudante diligente.,C
1946,Tracy amava o cão do Remy e o adotou depois que o Remy desenvolveu uma alergia a ele.,O que é que a Tracy precisa de fazer antes disto?,Queria ajudar um amigo.,Registre o cão no veterinário,Gostava do animal.,C
1947,Robin e eu nos vimos todos os dias enquanto nos voluntariávamos em um abrigo para sem-teto.,O que acontecerá com os outros?,Ignorar a mim e ao Robin,Ser servido por mim e Robin,Acho que eu e Robin somos inúteis,B
1948,Austin sentiu muita falta do Cameron e enviou muitas cartas para mostrar seu amor.,Como é que o Austin se sentiria depois?,triste,preguiçoso,Cuidadoso,A
1949,"O Kai estava cansado de o Remy roubar os cereais dele, por isso bronzeou a pele do Remy.",O que é que o Kai precisa de fazer antes disto?,Ignora o Remy.,Era uma pessoa violenta.,Sabes que o Remy roubou os cereais dele.,C
1950,A Riley guardou toda a comida que arranjou do jardim.,O que é que a Riley precisa de fazer antes disto?,Vai à loja,Vai para o jardim.,Ter comida suficiente para durar um tempo,B
1951,"O Sasha estava a tentar ganhar dinheiro para a viagem missionária, por isso, lavou o carro da Tracy.",O que é que o Sasha vai querer fazer a seguir?,"Queria ficar do lado bom da Tracy, já que esta tinha muitos amigos.",Doe o dinheiro para caridade.,Contem o dinheiro que ganharam.,C
1952,A Bailey dirigiu até à loja para comprar ingredientes para fazer um bolo.,Porque é que a Bailey fez isto?,Surpreender a família depois do jantar.,Faça uma tarte de chocolate para o pequeno-almoço,Encontrar direcções,A
1953,"Robin gerenciava bem as suas finanças, mas os outros membros gastaram todo o seu dinheiro.",O que acontecerá com os outros membros?,ficar chateado com os outros membros,impedir que os outros acessem o seu dinheiro,Ser despedido.,C
1954,"Em seu artigo, Illinois deu ao leitor uma análise minuciosa da perspectiva de Riley.",Como descreveria Illinois?,um escritor que tenha entrevistado Riley,era amigo de Illinois,era amigo de Riley,A
1955,A Sydney teve tempo para encontrar o Jesse no concerto depois do trabalho.,O que é que a Sydney precisa de fazer antes disto?,Veste-te para isso .,"Primeiro, vamos jantar.",sair do trabalho mais cedo,A
1956,A Robin foi à loja com a Taylor para comprar uma mochila nova para a escola.,O que vai acontecer com a Taylor?,Dormir no corredor,escolher uma mochila nova,Olhe para os itens,B
1957,A irmã mais velha do Kai ia andar numa montanha-russa.,Como é que o Kai se sentiria depois?,excitado,triste,uma criança,B
1958,"A Jordan queria falar com os amigos deles, por isso ligaram-lhes.",Como se sentiriam os Outros?,Estou contente pela chamada.,Como se pudessem ter falado com o amigo deles.,Amado,A
1959,A Addison torceu o braço do Casey até ele dizer quem o roubou.,O que vai acontecer com a Addison?,sofrer de dor no braço durante alguns dias,ser chamado de rato pelo ladrão,- Obter a informação .,C
1960,Jan necessitou de percorrer a estrada para chegar à casa de aula.,O que é necessário para Jan antes disso?,ir à escola,necessário para obedecer às luzes de trânsito,retire os seus filhos,B
1961,Robin comprou uma nova broca e tentou aprender a usá-la da maneira certa.,Como os outros se sentiriam como resultado?,confiante,invejoso,sucesso,B
1962,Carson era um grande conselheiro e ajudou a diminuir a dependência do Robin ao álcool.,Como senti-lo-ia depois?,essencial,Dar ajuda de Robin,mal,A
1963,Cameron dá de ombros para Jan e dá a Jan um olhar sujo de seu assento.,Como Cameron se sentiria depois?,que ofenderam Jan,um amigo divertido,média,A
1964,Carson foi às Bahamas num verão e bronzeou-se.,Como descreveria o Carson?,saudável,Uma pessoa que está sentada ao sol.,Bonito.,B
1965,"Em um ato de vingança, o Casey colocou uma substância ilegal na bolsa da Riley.",O que vai acontecer ao Casey?,Arrepender-se do que ela acabou de fazer.,Ela vai descarregar a substância ilegal pela sanita,Ela vai descobrir a substância ilegal na bolsa dela.,A
1966,Jesse era um jogo de crer que tinha diversão jogando o lúdico.,Como Jesse se sentiria depois?,tentar esquecimento da diversão,Lembre-se de toda a brincadeira,náuseas,B
1967,A Riley levou a Tracy de volta para que não estivesse sozinha.,Como se sentiria Tracy?,seguro,assustado,assustado,A
1968,A Casey estava no centro comercial e viu telemóveis novos à venda e comprou um para a Tracy.,O que vai acontecer à Tracy?,Falar mal.,se dar bem com os outros próximos,Dá ao Tracy o telefone novo.,B
1969,A Tracy foi à casa de banho e fez um bom banho de bolhas.,Como se sentiria a Tracy depois?,Quente e pronto para dormir,fresco e limpo e assustado,ser limpo,A
1970,O Taylor jogava hóquei enquanto os outros estavam a fazer os trabalhos de casa.,Como se sentiriam os outros?,muito ciumento .,Estou feliz por ele.,Estou feliz por ver .,A
1971,Kendall utilizou o dinheiro como meio para conseguir o pagamento domiciliar cuidado.,Por que o Kendall fez isso?,orgulha,cuidar do pagamento por casa,pagar o pagamento por casa,B
1972,"Quando ele chegou à escola na segunda-feira, Casey percebeu que tinha esquecido de fazer os trabalhos de casa.",Como descreveria o Casey?,Estúpido.,arrependido,Desdisciplinado,C
1973,"A Kendall tinha uma cópia do número da Sasha na bolsa, caso o telemóvel dela morresse.",O que vai acontecer com a Kendall?,"Talvez possam colocar uma cópia escrita do número da Kendall na bolsa deles, também.","Se a bateria do telemóvel dela acabar, esteja pronta.",honrado que seu amigo saiba que pode chamá-lo em qualquer momento de necessidade,B
1974,"A Bailey queria muito um carro novo, por isso foram a uma concessionária.",Porque é que a Bailey fez isto?,Olhem para os carros.,poupar dinheiro,comprar carros,A
1975,Addison e Sasha esperaram a resposta à sua pergunta .,O que vai acontecer com o Sasha?,Aborrecer-me muito depressa.,Tenta ser paciente.,obter conhecimento,C
1976,O Austin repeliu os insectos com um batedor e spray de insectos.,O que acontecerá aos Outros?,Desapareça os insetos.,Ela vai matá-los .,Ela vai ganhar .,A
1977,Aubrey não realizou assim como gostaria de fazer a audição.,Como descreveria Aubrey?,Frustrado,resiliente,decepção,C
1978,"Tracy está cozinhando carne no forno, ela tenta puxar a panela sem uma luva de forno e não está seriamente ferida.",Como se sentiria a Tracy depois?,tímido e namorisco,Envergonhado ou tolo.,brincalhão e feliz,B
1979,"Jesse era abusivo com a Sydney, por isso a Sydney deixou o Jesse depois de um tempo.",Porque é que a Sydney fez isto?,- Não .,Seja feliz.,Peçam desculpa pelo comportamento deles.,B
1980,A Kendall tirou a mão da Cameron do triturador de madeira.,O que vai acontecer com a Cameron?,ser grato,ser hostil,Fica zangado.,A
1981,O Lee pôs o dedo nos lábios da Skylar para ficar calado quando viu um assaltante armado.,Como é que a Skylar se sentiria?,tão atento,Protector de Lee,Com medo de ser obrigado a pagar.,A
1982,"A Robin tinha estado fora da cidade durante uns dias, por isso foi ao quintal regar o jardim.",O que vai querer fazer a seguir?,acendeu um fósforo e incendiou o jardim dela .,Desenterrar o jardim dela e deitar tudo fora .,"Depois de regar o jardim, Robin provavelmente vai querer desligar a mangueira de água",C
1983,"Pediram à Tracy para ajudar na festa, por isso ela convidou pessoas para a festa.",O que os Outros vão querer fazer a seguir?,Outros vão enviar-lhe presentes.,Outros vão responder,Outros desejarão-lhe um feliz aniversário,B
